data.name,model,model.N,model.epsilon_theta,model.d_h,model.T_h,model.T_p,model.sample_strategy,model.sample_steps,model.beta_end,n_samples,epoch,best_epoch,batch_size,lr,wd,early_stop,is_test,log_time,mae,rmse,mape,crps,mis,time,model_path,log_path,forecast_path
AIR_N95,UGnet,200,UGnet,32,24,6,ddim_multi,40,0.1,8,20,1,8,0.002,1e-05,10,True,13:5:5,160.61899,190.24901,1395.8661,1.4456881472938938,680.9006,1491.3272842999995,D:\diffSTG\臭氧预测资料\external_baselines\DiffSTG\DiffSTG/output/model/UGnet+32+200+quad+0.1+200+ddpm+24+6+8+True+AIR_N95+0.0+True+False+0.002+8N-200+T_h-24+T_p-6+epsilon_theta-UGnet.dm4stg,D:\diffSTG\臭氧预测资料\external_baselines\DiffSTG\DiffSTG/output/log//UGnet+32+200+quad+0.1+200+ddpm+24+6+8+True+AIR_N95+0.0+True+False+0.002+8.log,D:\diffSTG\臭氧预测资料\external_baselines\DiffSTG\DiffSTG/output/forecast/UGnet+32+200+quad+0.1+200+ddpm+24+6+8+True+AIR_N95+0.0+True+False+0.002+8.pkl
AIR_N95,UGnet,200,UGnet,32,24,6,ddim_multi,40,0.1,8,20,1,8,0.002,1e-05,10,True,14:38:7,160.61899,190.24901,1395.8661,1.4456881472938938,680.9006,1573.9873339000005,D:\diffSTG\臭氧预测资料\external_baselines\DiffSTG\DiffSTG/output/model/UGnet+32+200+quad+0.1+200+ddpm+24+6+8+True+AIR_N95+0.0+True+False+0.002+8N-200+T_h-24+T_p-6+epsilon_theta-UGnet.dm4stg,D:\diffSTG\臭氧预测资料\external_baselines\DiffSTG\DiffSTG/output/log//UGnet+32+200+quad+0.1+200+ddpm+24+6+8+True+AIR_N95+0.0+True+False+0.002+8.log,D:\diffSTG\臭氧预测资料\external_baselines\DiffSTG\DiffSTG/output/forecast/UGnet+32+200+quad+0.1+200+ddpm+24+6+8+True+AIR_N95+0.0+True+False+0.002+8.pkl
