data.name,model,model.N,model.epsilon_theta,model.d_h,model.T_h,model.T_p,model.sample_strategy,model.sample_steps,model.beta_end,n_samples,epoch,best_epoch,batch_size,lr,wd,early_stop,is_test,log_time,mae,rmse,mape,crps,mis,time,model_path,log_path,forecast_path
AIR_N95,UGnet,200,UGnet,32,24,6,ddim_multi,40,0.1,8,19,18,4,0.002,1e-05,10,False,server_rerun_2026-07-20,18.91,23.02,301.57,,,,/home/lyk/O3/external_baselines/DiffSTG/DiffSTG/output/model/UGnet+32+200+quad+0.1+40+ddim_multi+24+6+8+True+AIR_N95+0.0+False+False+0.002+4N-200+T_h-24+T_p-6+epsilon_theta-UGnet.dm4stg,/home/lyk/O3/external_baselines/DiffSTG/DiffSTG/diffstg_air_n95_seq24_pre6_s42.log,
