station_name,station_code,time_index,target,prediction,horizon
人民公园,1057A,144,53.999996185302734,58.47772979736328,6
人民公园,1057A,145,53.999996185302734,53.094146728515625,6
人民公园,1057A,146,57.0,51.79085922241211,6
人民公园,1057A,147,53.0,52.767513275146484,6
人民公园,1057A,148,52.0,49.25188446044922,6
人民公园,1057A,149,52.0,50.187095642089844,6
人民公园,1057A,150,59.0,49.477630615234375,6
人民公园,1057A,151,67.0,59.407875061035156,6
人民公园,1057A,152,72.0,65.4214096069336,6
人民公园,1057A,153,74.0,70.33670043945312,6
人民公园,1057A,154,66.0,72.05525970458984,6
人民公园,1057A,155,56.0,67.45172119140625,6
人民公园,1057A,156,57.0,68.87084197998047,6
人民公园,1057A,157,46.0,61.149417877197266,6
人民公园,1057A,158,44.0,55.75690460205078,6
人民公园,1057A,159,28.0,43.448143005371094,6
人民公园,1057A,160,33.0,32.97193145751953,6
人民公园,1057A,161,26.999998092651367,30.85620880126953,6
人民公园,1057A,162,33.0,37.08530044555664,6
人民公园,1057A,163,38.0,41.344120025634766,6
人民公园,1057A,164,45.0,45.915592193603516,6
人民公园,1057A,165,50.0,41.72751235961914,6
人民公园,1057A,166,50.0,48.597801208496094,6
人民公园,1057A,167,61.000003814697266,46.0506706237793,6
